,itemA,itemB,freqAB,supportAB,freqA,supportA,freqB,supportB,confidenceAtoB,confidenceBtoA,lift
11313,white wines,breakfast bakery,1185,0.038749220928110874,29897,0.9776248591457645,249949,8.173273436084713,0.03963608388801552,0.004740967157300089,0.004849474839912196
1501,specialty wines champagnes,condiments,419,0.013701201323948066,10572,0.3457019102548423,221399,7.239695159715459,0.0396329928111994,0.0018925108062818716,0.005474400777498633
2989,body lotions soap,canned meals beans,1604,0.05245042225205894,40478,1.3236210672810733,269952,8.827366825304123,0.03962646375809082,0.005941797060218113,0.004489046908586536
2178,facial care,pasta sauce,476,0.015565087900236942,12015,0.3928876704229976,218021,7.129235355246971,0.03961714523512276,0.0021832759229615498,0.005556997807060102
6325,white wines,cleaning products,1184,0.038716521163614584,29897,0.9776248591457645,117406,3.83914855045214,0.03960263571595812,0.01008466347546122,0.010315473651389209
12504,other creams cheeses,hot cereal pancake mixes,12163,0.39772723556844947,307168,10.044321260798279,157717,5.1573087570623315,0.03959722366913221,0.07711914378285158,0.007677885023833106
1270,missing,paper goods,2730,0.08927035707488835,68958,2.254910360135586,240785,7.873612794240656,0.03958931523536066,0.011337915567830223,0.00502810034858702
10090,fresh herbs,candy chocolate,14923,0.48797858557822665,377003,12.327909314397118,298528,9.76179529555028,0.039583239390667976,0.049988610783578094,0.004054913895675645
12720,frozen breakfast,grains rice dried goods,9192,0.30057623524995375,232311,7.596514989899044,143790,4.701899136922416,0.03956764854010356,0.06392655956603381,0.00841524826200381
2722,more household,canned jarred vegetables,680,0.022235839857481347,17194,0.5622397507493151,296478,9.694760778332874,0.03954867977201349,0.0022935934538144483,0.004079386864336259
11480,candy chocolate,butter,11804,0.38598802011427913,298528,9.76179529555028,252881,8.269149145587853,0.03954067960124344,0.04667808178550385,0.004781710778834004
9444,lunch meat,buns rolls,15582,0.5095277303812858,394101,12.887009887754788,112412,3.6758459265576366,0.039538087952073205,0.1386150944738996,0.01075618748501244
11799,white wines,cream,1182,0.03865112163462199,29897,0.9776248591457645,315485,10.316285202113974,0.03953573937184333,0.0037466123587492277,0.003832361998264823
92,salad dressing toppings,doughs gelatins bake mixes,3919,0.1281503770609844,99143,3.2419527514562843,105845,3.4611065731104604,0.03952876148593445,0.037025839671217343,0.011420844938158136
11334,oral hygiene,breakfast bakery,2510,0.08207640888570321,63501,2.076467745279299,249949,8.173273436084713,0.03952693658367584,0.010042048577909895,0.0048361206672917385
11470,tea,butter,9805,0.32062119088618324,248088,8.112419174357106,252881,8.269149145587853,0.03952226629260585,0.03877317789790455,0.004779484031158591
11154,packaged seafood,tortillas flat bread,823,0.026911906180451688,20824,0.68093989587087,192875,6.306967077223109,0.03952170572416442,0.004267012313674661,0.006266356751233497
2966,red wines,canned meals beans,1366,0.04466787830194047,34564,1.1302346600499784,269952,8.827366825304123,0.03952088878602013,0.0050601588430535804,0.004477086946554817
11810,cleaning products,cream,4637,0.151628807969325,117406,3.83914855045214,315485,10.316285202113974,0.03949542612813655,0.014698004659492529,0.0038284542695701447
207,digestion,frozen appetizers sides,1045,0.03417125389862942,26460,0.8652357685719947,194043,6.345160402154784,0.03949357520786092,0.005385404266064738,0.006224204386456347
12262,ice cream toppings,oils vinegars,441,0.01442059614286658,11170,0.36525636942362744,243648,7.9672322199935515,0.039480752014324084,0.001809988179669031,0.004955391147662072
183,baby bath body care,frozen appetizers sides,337,0.011019820635251785,8536,0.27912518974038353,194043,6.345160402154784,0.03947985004686035,0.0017367284570945613,0.006222041295197706
11118,laundry,tortillas flat bread,3680,0.12033513334636964,93224,3.0484028454027072,192875,6.306967077223109,0.039474813352784695,0.01907971484121841,0.006258921739950645
1350,packaged meat,paper goods,1325,0.043327187957592335,33581,1.0980907915501192,240785,7.873612794240656,0.03945683571066973,0.005502834478891958,0.0050112745878907565
11332,digestion,breakfast bakery,1044,0.03413855413413313,26460,0.8652357685719947,249949,8.173273436084713,0.039455782312925174,0.004176852077823877,0.004827414942308096
11070,packaged cheese,popcorn jerky,38534,1.2600527251002738,976939,31.945675227247012,162022,5.298081243218887,0.03944360906873408,0.23783189937169025,0.007444885659165512
454,white wines,instant foods,1179,0.0385530223411331,29897,0.9776248591457645,200349,6.551365117068427,0.03943539485567114,0.005884731144153453,0.006019416434741084
9170,doughs gelatins bake mixes,canned fruit applesauce,4174,0.13648881700753993,105845,3.4611065731104604,87027,2.8457624048191605,0.03943502291086023,0.04796212669631264,0.013857454453709462
2700,red wines,canned jarred vegetables,1363,0.044569779008451584,34564,1.1302346600499784,296478,9.694760778332874,0.03943409327624117,0.004597305702278078,0.00406756743955701
10602,frozen pizza,preserved dips spreads,6378,0.2085590979573765,161746,5.289056108217909,108461,3.546649157032771,0.03943219615941043,0.05880454725661759,0.011118155310405876
2828,first aid,other creams cheeses,424,0.013864700146429544,10753,0.35162056762867194,307168,10.044321260798279,0.03943085650516135,0.0013803521200125013,0.003925686512940901
9106,tortillas flat bread,pickled goods olives,7605,0.2486817089943318,192875,6.306967077223109,112381,3.6748322338582518,0.03942968243681141,0.06767158149509259,0.010729655104666832
11357,asian foods,breakfast bakery,6551,0.21421615721523574,166161,5.4334255684690556,249949,8.173273436084713,0.03942561732295786,0.026209346706728174,0.0048237242558036965
953,other creams cheeses,frozen pizza,12107,0.3958960487566569,307168,10.044321260798279,161746,5.289056108217909,0.039414913011772065,0.07485192833207623,0.007452163903221004
10999,frozen dessert,popcorn jerky,757,0.024753721723696148,19208,0.6280970764448555,162022,5.298081243218887,0.03941066222407331,0.004672205009196282,0.007438667022049869
2592,cleaning products,frozen breakfast,4626,0.15126911055986575,117406,3.83914855045214,232311,7.596514989899044,0.03940173415328007,0.0199129615041905,0.005186817139921645
3111,shave needs,dry pasta,404,0.013210704856503623,10256,0.33536878467401277,266292,8.70768568724768,0.03939157566302652,0.0015171315698556472,0.0045237709625549636
2678,fresh vegetables,frozen breakfast,134341,4.392919062196914,3410786,111.53189894726378,232311,7.596514989899044,0.03938710901240946,0.5782808390476559,0.005184891896452759
13105,other creams cheeses,fruit vegetable snacks,12096,0.39553635134719756,307168,10.044321260798279,174940,5.72049680098204,0.0393791019897906,0.06914370641362752,0.00688386050369443
1314,canned jarred vegetables,paper goods,11674,0.3817370507297606,296478,9.694760778332874,240785,7.873612794240656,0.03937560291151451,0.048483086571007326,0.005000957494419429
7904,refrigerated pudding desserts,energy sports drinks,1481,0.048428351219014516,37614,1.2299689417636814,102465,3.3505813691129793,0.03937363747540809,0.014453715902991266,0.011751285266004961
851,white wines,frozen pizza,1177,0.03848762281214051,29897,0.9776248591457645,161746,5.289056108217909,0.03936849851155634,0.007276841467486058,0.0074433883297980626
6361,canned fruit applesauce,cleaning products,3424,0.11196399363531784,87027,2.8457624048191605,117406,3.83914855045214,0.039344111597550184,0.029163756537144606,0.010248134731050351
9616,frozen breakfast,frozen meat seafood,9139,0.29884314773165005,232311,7.596514989899044,70944,2.31985209242523,0.039339506093125164,0.12881991429860173,0.016957764773701017
562,seafood counter,instant foods,1158,0.03786632728671088,29443,0.9627791660644459,200349,6.551365117068427,0.039330231294365386,0.005779914049982781,0.00600336427470626
1965,fruit vegetable snacks,spices seasonings,6878,0.22490898020552458,174940,5.72049680098204,211542,6.917373581075468,0.039316337029838805,0.032513637953692415,0.005683708790486656
8052,frozen dessert,salad dressing toppings,755,0.024688322194703554,19208,0.6280970764448555,99143,3.2419527514562843,0.039306538942107457,0.007615262802214982,0.012124340468703924
11305,cold flu allergy,breakfast bakery,1014,0.03315756119924424,25812,0.8440463211783948,249949,8.173273436084713,0.039284053928405394,0.004056827592828937,0.004806403974565158
6313,skin care,cleaning products,397,0.01298180650502955,10109,0.3305619192930573,117406,3.83914855045214,0.03927193589870412,0.003381428547092993,0.010229334807604417
7338,first aid,food storage,422,0.013799300617436953,10753,0.35162056762867194,65456,2.140395784869557,0.039244861899004925,0.006447078953801027,0.018335329464030242
12786,kitchen supplies,tea,356,0.01164111616068141,9073,0.2966849632748945,248088,8.112419174357106,0.03923729747602777,0.0014349746864015995,0.004836695026812055
8809,deodorants,coffee,579,0.01893316364335544,14758,0.4825831244363378,204738,6.694884383442671,0.03923295839544654,0.00282800457169651,0.005860139794568343
2652,grains rice dried goods,frozen breakfast,5641,0.18445937152360628,143790,4.701899136922416,232311,7.596514989899044,0.03923082272758884,0.0242821045925505,0.0051643184775852355
12476,pasta sauce,hot cereal pancake mixes,8548,0.27951758691433903,218021,7.129235355246971,157717,5.1573087570623315,0.03920723233083052,0.054198342600987846,0.007602265867278316
13804,cat food care,fresh herbs,2471,0.08080111807034766,63032,2.0611315557305354,377003,12.327909314397118,0.039202309937809376,0.006554324501396541,0.0031799641721915535
11328,muscles joints pain relief,breakfast bakery,718,0.0234784309083406,18316,0.5989288865141593,249949,8.173273436084713,0.03920069884254204,0.0028725860075455396,0.0047962054798598
10596,marinades meat preparation,preserved dips spreads,2443,0.07988552466445137,62356,2.0390265149310394,108461,3.546649157032771,0.039178266726537944,0.0225242252975724,0.01104655831232983
3557,soft drinks,packaged produce,13777,0.4505046554654713,351800,11.503777149796967,270227,8.836359260540604,0.03916145537237066,0.05098306238828837,0.0044318541401150305
2982,plates bowls cups flatware,canned meals beans,1672,0.05467400623780708,42697,1.3961818446983545,269952,8.827366825304123,0.039159659929269036,0.006193693693693695,0.00443616547315285
11148,other,tortillas flat bread,1405,0.04594316911729602,35884,1.1733983491850892,192875,6.306967077223109,0.039153940474863445,0.0072845106934543115,0.006208045800058705
13062,soft drinks,fruit vegetable snacks,13774,0.4504065561719824,351800,11.503777149796967,174940,5.72049680098204,0.03915292779988629,0.07873556647993596,0.006844322995367273
7792,first aid,cold flu allergy,421,0.013766600852940658,10753,0.35162056762867194,25812,0.8440463211783948,0.03915186459592672,0.016310243297691,0.04638591936668332
1322,grains rice dried goods,paper goods,5629,0.18406697434965072,143790,4.701899136922416,240785,7.873612794240656,0.03914736768899089,0.023377702099383266,0.00497197013772714
11925,baking supplies decor,asian foods,921,0.030116483101088703,23541,0.7697851560073065,166161,5.4334255684690556,0.03912323180833439,0.005542816906494303,0.007200472577626183
8904,other creams cheeses,coffee,12011,0.39275687136501247,307168,10.044321260798279,204738,6.694884383442671,0.03910238045629754,0.058665220916488396,0.0058406356580261295
13883,soft drinks,fresh herbs,13755,0.44978526064655283,351800,11.503777149796967,377003,12.327909314397118,0.03909891984081865,0.03648512080805723,0.00317157750302049
12738,yogurt,grains rice dried goods,56631,1.8518203631897445,1448432,47.36338528889915,143790,4.701899136922416,0.03909814199078728,0.39384519090340087,0.008315393599952594
2189,deodorants,pasta sauce,577,0.018867764114362848,14758,0.4825831244363378,218021,7.129235355246971,0.03909743867732755,0.0026465340494722985,0.005484099868936524
7671,dog food care,dish detergents,1328,0.04342528725108122,33976,1.1110071985261563,94537,3.0913376361863443,0.03908641393925123,0.014047410008779631,0.012643851477663413
2642,specialty cheeses,frozen breakfast,3213,0.10506434332659936,82217,2.6884765375919764,232311,7.596514989899044,0.0390795091039566,0.013830597776256826,0.0051443996564108615
149,butter,doughs gelatins bake mixes,9880,0.3230736732234054,252881,8.269149145587853,105845,3.4611065731104604,0.03906976008478296,0.0933440408143984,0.011288227987060038
1921,baby food formula,spices seasonings,14908,0.4874880891107822,381617,12.478786027783027,211542,6.917373581075468,0.03906534562139527,0.07047300299704078,0.005647424584421772
8036,frozen vegan vegetarian,salad dressing toppings,3871,0.1265807883651622,99106,3.2407428601699215,99143,3.2419527514562843,0.039059189151010025,0.03904461232764794,0.012048043924595955
2564,first aid,frozen breakfast,420,0.013733901088444363,10753,0.35162056762867194,232311,7.596514989899044,0.03905886729284851,0.001807921277942069,0.005141682382616822
12851,canned meals beans,tea,10544,0.34478631684894606,269952,8.827366825304123,248088,8.112419174357106,0.03905879563774301,0.04250104801522041,0.004814691499325582
12429,tea,hot cereal pancake mixes,9690,0.3168607179691092,248088,8.112419174357106,157717,5.1573087570623315,0.03905872109896489,0.061439160014456276,0.007573469601849711
84,fresh pasta,doughs gelatins bake mixes,1431,0.046793362994199714,36646,1.1983155697312668,105845,3.4611065731104604,0.03904928232276374,0.013519769474231186,0.011282311450950367
5738,facial care,shave needs,469,0.01533618954876287,12015,0.3928876704229976,10256,0.33536878467401277,0.039034540158135664,0.04572932917316693,0.11639288431712051
2210,tea,pasta sauce,9683,0.31663181961763515,248088,8.112419174357106,218021,7.129235355246971,0.039030505304569356,0.04441315286142161,0.005474711292262739
2719,eye ear care,canned jarred vegetables,345,0.011281418751222154,8841,0.2890986179117538,296478,9.694760778332874,0.03902273498473024,0.0011636613846558598,0.00402513645018899
6338,breakfast bars pastries,cleaning products,2789,0.0911996431801698,71497,2.337935062191682,117406,3.83914855045214,0.03900862973271606,0.02375517435224775,0.010160750286185715
3533,canned meat seafood,packaged produce,2603,0.08511748698385875,66735,2.18221878366032,270227,8.836359260540604,0.03900501985464899,0.009632642186013984,0.00441415052337547
2193,cleaning products,pasta sauce,4579,0.14973222162853983,117406,3.83914855045214,218021,7.129235355246971,0.0390014138970751,0.021002563973195245,0.0054706307133444345
12746,honeys syrups nectars,grains rice dried goods,2595,0.08485588886788838,66540,2.1758423295835425,143790,4.701899136922416,0.03899909828674481,0.018047152096807847,0.00829432898304818
8090,buns rolls,salad dressing toppings,4381,0.14325766825827319,112412,3.6758459265576366,99143,3.2419527514562843,0.03897270754012027,0.04418869713444216,0.01202136814690274
11472,energy granola bars,butter,17713,0.5792109285228928,455041,14.879733536159073,252881,8.269149145587853,0.03892616269742727,0.07004480368236443,0.00470739637320449
3636,eye ear care,nuts seeds dried fruit,344,0.011248718986725857,8841,0.2890986179117538,304372,9.952892719266636,0.0389096256079629,0.0011301959444364133,0.003909378580223449
1265,vitamins supplements,paper goods,1736,0.05676679116557003,44622,1.4591288913537246,240785,7.873612794240656,0.03890457621800905,0.007209751438004859,0.00494113404287124
3629,shave needs,nuts seeds dried fruit,399,0.013047206034022141,10256,0.33536878467401277,304372,9.952892719266636,0.038904056162246486,0.0013108958774131654,0.003908818999619749
2069,soap,cookies cakes,2483,0.08119351524430321,63851,2.087912662853002,232719,7.609856493813531,0.03888740975082614,0.01066951989308995,0.005110137067951261
7909,body lotions soap,energy sports drinks,1574,0.05146942931717006,40478,1.3236210672810733,102465,3.3505813691129793,0.03888532042096942,0.015361342897574784,0.011605544273429712
7348,facial care,food storage,467,0.015270790019770279,12015,0.3928876704229976,65456,2.140395784869557,0.038868081564710784,0.007134563676362749,0.018159296443895554
12452,cookies cakes,hot cereal pancake mixes,9044,0.29573667010450194,232719,7.609856493813531,157717,5.1573087570623315,0.03886231893399336,0.05734321601349253,0.007535387304623941
8818,muscles joints pain relief,coffee,711,0.023249532556866525,18316,0.5989288865141593,204738,6.694884383442671,0.038818519327364055,0.0034727310025496,0.005798235952120003
11142,baking ingredients,tortillas flat bread,12616,0.41254022888527153,325130,10.63167443068075,192875,6.306967077223109,0.03880294036231661,0.0654102397926118,0.0061523930420453584
1358,packaged vegetables fruits,paper goods,68257,2.2319878252236824,1759552,57.53693601898679,240785,7.873612794240656,0.03879226075728367,0.28347696077413453,0.004926869249356433
11808,body lotions soap,cream,1570,0.05133863025918487,40478,1.3236210672810733,315485,10.316285202113974,0.03878650130935323,0.0049764648081525266,0.0037597352680212104
11309,facial care,breakfast bakery,466,0.015238090255273982,12015,0.3928876704229976,249949,8.173273436084713,0.03878485226799834,0.001864380333588052,0.004745326651713937
12399,baby bath body care,hot cereal pancake mixes,331,0.010823622048274008,8536,0.27912518974038353,157717,5.1573087570623315,0.03877694470477975,0.002098695765199693,0.007518833277468458
8902,fresh dips tapenades,coffee,13750,0.4496217618240713,354614,11.595794287089545,204738,6.694884383442671,0.038774554868110114,0.06715900321386356,0.00579166907855865
12298,prepared soups salads,oils vinegars,2769,0.0905456478902439,71422,2.33548257985446,243648,7.9672322199935515,0.038769566800145615,0.01136475571315997,0.004866127373927227
8825,prepared soups salads,coffee,2769,0.0905456478902439,71422,2.33548257985446,204738,6.694884383442671,0.038769566800145615,0.013524602174486417,0.0057909240219335
11036,frozen meat seafood,popcorn jerky,2749,0.08989165260031798,70944,2.31985209242523,162022,5.298081243218887,0.038748872350022556,0.01696683166483564,0.007313755786515726
8884,hot cereal pancake mixes,coffee,6107,0.19969746177888026,157717,5.1573087570623315,204738,6.694884383442671,0.038721253891463824,0.029828366009241075,0.005783707630146171
1684,packaged produce,frozen meals,10463,0.34213763592474605,270227,8.836359260540604,389178,12.726028947139522,0.03871929895976346,0.026884870162239387,0.00304252796536869
12859,hot dogs bacon sausage,tea,11774,0.3850070271793903,304295,9.950374837400421,248088,8.112419174357106,0.03869271594998275,0.04745896617329336,0.004769565664492315
12326,cookies cakes,oils vinegars,9004,0.29442867952465007,232719,7.609856493813531,243648,7.9672322199935515,0.038690437824157035,0.03695495140530602,0.00485619557153919
2662,nuts seeds dried fruit,frozen breakfast,11776,0.3850724267083828,304372,9.952892719266636,232311,7.596514989899044,0.038689498376986056,0.05069066897391857,0.005093058912992447
855,eye ear care,frozen pizza,342,0.011183319457733265,8841,0.2890986179117538,161746,5.289056108217909,0.03868340685442823,0.002114426322752958,0.007313858288310386
8850,instant foods,coffee,7750,0.25342317484629473,200349,6.551365117068427,204738,6.694884383442671,0.038682499039176636,0.03785325635690492,0.005777918903998334
11347,canned meat seafood,breakfast bakery,2580,0.08436539240044394,66735,2.18221878366032,249949,8.173273436084713,0.03866037311755451,0.010322105709564752,0.0047300966277318375
9354,refrigerated pudding desserts,buns rolls,1454,0.04754545757761453,37614,1.2299689417636814,112412,3.6758459265576366,0.038655819641622804,0.012934562146390067,0.010516169723637813
9132,other creams cheeses,pickled goods olives,11873,0.3882443038645236,307168,10.044321260798279,112381,3.6748322338582518,0.0386531149078029,0.1056495315044358,0.010518334565499474
8101,preserved dips spreads,salad dressing toppings,4192,0.13707741276847324,108461,3.546649157032771,99143,3.2419527514562843,0.038649837268695655,0.04228235982368901,0.011921776852341281
12764,cat food care,tea,2435,0.079623926548481,63032,2.0611315557305354,248088,8.112419174357106,0.038631171468460464,0.00981506562187611,0.0047619792121407385
9362,breakfast bars pastries,buns rolls,2762,0.09031674953876982,71497,2.337935062191682,112412,3.6758459265576366,0.03863099151013329,0.02457033056969007,0.010509415324246334
11987,specialty cheeses,asian foods,3175,0.10382175227574011,82217,2.6884765375919764,166161,5.4334255684690556,0.03861731758638724,0.01910797359187776,0.007107361111282917
12766,first aid,tea,415,0.01357040226596288,10753,0.35162056762867194,248088,8.112419174357106,0.03859388077745746,0.0016727935248782692,0.004757382470995891
10209,packaged poultry,latino foods,4548,0.14871852892915466,117846,3.85353644683051,74841,2.4472830746672964,0.03859273967720585,0.06076882991942919,0.015769626356956053
7569,kitchen supplies,plates bowls cups flatware,350,0.011444917573703636,9073,0.2966849632748945,42697,1.3961818446983545,0.03857599470957787,0.008197297233997706,0.027629634961993242
8807,eye ear care,coffee,341,0.011150619693236968,8841,0.2890986179117538,204738,6.694884383442671,0.03857029747766089,0.0016655432797038163,0.005761159606139027
10963,cocoa drink mixes,popcorn jerky,813,0.02658490853548873,21083,0.6894091348754106,162022,5.298081243218887,0.03856187449603947,0.005017837083852811,0.007278460394580686
873,prepared soups salads,frozen pizza,2754,0.09005515142279946,71422,2.33548257985446,161746,5.289056108217909,0.03855954747836801,0.017026696177958035,0.007290440239129972
11978,dish detergents,asian foods,3645,0.11919064158899928,94537,3.0913376361863443,166161,5.4334255684690556,0.03855633244126638,0.02193655550941557,0.007096137041982186
12757,milk,grains rice dried goods,34079,1.1143752742692747,883960,28.9052838241459,143790,4.701899136922416,0.03855264944115118,0.23700535503164338,0.008199378233873697
11156,popcorn jerky,tortillas flat bread,6246,0.20424272904386542,162022,5.298081243218887,192875,6.306967077223109,0.03855032032686919,0.03238366817887233,0.006112338918985207
12780,baby bath body care,tea,329,0.010758222519281416,8536,0.27912518974038353,248088,8.112419174357106,0.03854264292408622,0.0013261423365902422,0.0047510664939402186
12493,chips pretzels,hot cereal pancake mixes,27742,0.9071568666562464,719983,23.543274541336753,157717,5.1573087570623315,0.03853146532626465,0.17589733510021116,0.007471234929167332
2083,packaged produce,cookies cakes,10412,0.340469947935435,270227,8.836359260540604,232719,7.609856493813531,0.038530568744055936,0.04474065289039572,0.0050632451184039464
880,energy granola bars,frozen pizza,17531,0.573259571384567,455041,14.879733536159073,161746,5.289056108217909,0.03852619873813569,0.10838598790696526,0.007284135004405669
12453,dish detergents,hot cereal pancake mixes,3640,0.1190271427665178,94537,3.0913376361863443,157717,5.1573087570623315,0.038503443096353805,0.023079312946606898,0.007465801430567414
828,packaged vegetables fruits,soft drinks,67744,2.215212846037083,1759552,57.53693601898679,351800,11.503777149796967,0.03850070927145091,0.19256395679363275,0.003346788517381043
13143,body lotions soap,fresh dips tapenades,1558,0.05094623308522932,40478,1.3236210672810733,354614,11.595794287089545,0.03849004397450467,0.004393509562510222,0.003319310693305286
2708,feminine care,canned jarred vegetables,754,0.024655622430207257,19590,0.6405883864824405,296478,9.694760778332874,0.038489025012761614,0.0025431903884942557,0.003970085068914949
137,frozen breads doughs,doughs gelatins bake mixes,1542,0.050423036853288576,40077,1.3105084617180587,105845,3.4611065731104604,0.038475933827382285,0.014568472766781613,0.01111665677280904
11817,soap,cream,2454,0.08024522207391062,63851,2.087912662853002,315485,10.316285202113974,0.03843322735744154,0.007778499770195096,0.0037254909693235265
883,salad dressing toppings,frozen pizza,3810,0.12458610273088813,99143,3.2419527514562843,161746,5.289056108217909,0.03842933943899216,0.02355545113944085,0.007265821850383152
11790,spirits,cream,1045,0.03417125389862942,27197,0.889335495005765,315485,10.316285202113974,0.03842335551715262,0.003312360334088784,0.003724534051198881
13816,air fresheners candles,fresh herbs,758,0.02478642148819244,19731,0.6451990532764182,377003,12.327909314397118,0.038416704677917995,0.002010594080153208,0.0031162384227675284
7358,diapers wipes,food storage,929,0.030378081217059073,24184,0.7908111045784249,65456,2.140395784869557,0.03841382732385048,0.014192740161329749,0.01794706735800806
10176,marinades meat preparation,latino foods,2395,0.07831593596862915,62356,2.0390265149310394,74841,2.4472830746672964,0.03840849316825967,0.03200117582608463,0.01569434021173919
12456,soup broth bouillon,hot cereal pancake mixes,13273,0.43402397415933813,345630,11.302019602854822,157717,5.1573087570623315,0.0384023377600324,0.08415706613744874,0.007446197148356668
9047,frozen vegan vegetarian,pickled goods olives,3803,0.12435720437941405,99106,3.2407428601699215,112381,3.6748322338582518,0.038373055112707596,0.03384023989820343,0.010442124339488351
8119,other creams cheeses,salad dressing toppings,11782,0.3852686252953606,307168,10.044321260798279,99143,3.2419527514562843,0.038356860089592666,0.11883844547774425,0.01183140626351287
8054,canned fruit applesauce,salad dressing toppings,3338,0.10915181388863636,87027,2.8457624048191605,99143,3.2419527514562843,0.038355912532892084,0.033668539382508085,0.011831113983898321
1280,tofu meat alternatives,paper goods,4952,0.1619292337856583,129151,4.223207284461138,240785,7.873612794240656,0.03834271511641412,0.020566065161866397,0.004869774031110702
9105,fresh herbs,pickled goods olives,14453,0.4726096962649675,377003,12.327909314397118,112381,3.6748322338582518,0.03833656496102153,0.12860714889527589,0.01043219459321317
12508,packaged vegetables fruits,hot cereal pancake mixes,67447,2.205501015981683,1759552,57.53693601898679,157717,5.1573087570623315,0.03833191630596879,0.42764571986532846,0.007432542458017026
3129,muscles joints pain relief,dry pasta,702,0.022955234676399858,18316,0.5989288865141593,266292,8.70768568724768,0.03832714566499235,0.002636203866432337,0.004401530675495336
13839,muscles joints pain relief,fresh herbs,702,0.022955234676399858,18316,0.5989288865141593,377003,12.327909314397118,0.03832714566499235,0.001862054148110227,0.0031089736862544965
10222,poultry counter,latino foods,4939,0.16150413684720644,128865,4.2138551518151965,74841,2.4472830746672964,0.03832693128467777,0.06599323900001336,0.01566101268848445
12497,bulk dried fruits vegetables,hot cereal pancake mixes,657,0.021483745274066535,17142,0.5605393629955077,157717,5.1573087570623315,0.038326916345817294,0.0041656891774507505,0.007431572967845498
811,oils vinegars,soft drinks,9332,0.3051542022794352,243648,7.9672322199935515,351800,11.503777149796967,0.038301155765694775,0.026526435474701536,0.003329441736131924
11953,baby accessories,asian foods,311,0.010169626758348087,8120,0.2655220877099243,166161,5.4334255684690556,0.03830049261083744,0.001871678673094168,0.007049050755954157
10712,marinades meat preparation,packaged poultry,2388,0.07808703761715509,62356,2.0390265149310394,117846,3.85353644683051,0.038296234524344094,0.020263734025762436,0.009937945327036497
6448,cleaning products,trash bags liners,4496,0.14701814117534726,117406,3.83914855045214,31602,1.0333779576119493,0.038294465359521655,0.1422694766154041,0.03705755970256709
11870,grains rice dried goods,cream,5506,0.18004490331660633,143790,4.701899136922416,315485,10.316285202113974,0.03829195354336185,0.01745249377941899,0.003711796716856491
295,seafood counter,frozen appetizers sides,1127,0.0368526345873257,29443,0.9627791660644459,194043,6.345160402154784,0.038277349454878914,0.005807991012301396,0.00603252668630412
8817,food storage,coffee,2505,0.08191291006322172,65456,2.140395784869557,204738,6.694884383442671,0.03826998288926913,0.012235149312780236,0.0057163022835638256
3562,cereal,packaged produce,14389,0.4705169113372046,376194,12.301455204919614,270227,8.836359260540604,0.03824888222566017,0.053247824976778796,0.0043285793501474405
13532,cereal,granola,14389,0.4705169113372046,376194,12.301455204919614,101724,3.3263508436212246,0.03824888222566017,0.14145137823915693,0.0114987516422112
12300,frozen meals,oils vinegars,14884,0.4867032947628711,389178,12.726028947139522,243648,7.9672322199935515,0.0382447106465422,0.06108812713422643,0.004800250524965011
13586,ice cream toppings,baby food formula,427,0.013962799439918433,11170,0.36525636942362744,381617,12.478786027783027,0.03822739480752014,0.001118922899137093,0.003063390519110583
12273,shave needs,oils vinegars,392,0.012818307682548071,10256,0.33536878467401277,243648,7.9672322199935515,0.03822152886115445,0.0016088783819280274,0.0047973408839820895
11319,deodorants,breakfast bakery,564,0.018442667175911,14758,0.4825831244363378,249949,8.173273436084713,0.038216560509554146,0.0022564603179048527,0.004675796155409335
6307,specialty wines champagnes,cleaning products,404,0.013210704856503623,10572,0.3457019102548423,117406,3.83914855045214,0.03821415058645479,0.0034410507129107536,0.009953808789700069
462,more household,instant foods,657,0.021483745274066535,17194,0.5622397507493151,200349,6.551365117068427,0.03821100383854833,0.003279277660482458,0.005832525459311724
8074,frozen appetizers sides,salad dressing toppings,7411,0.24233795468205035,194043,6.345160402154784,99143,3.2419527514562843,0.03819256556536437,0.07475061275127844,0.011780728620492167
877,baby accessories,frozen pizza,310,0.01013692699385179,8120,0.2655220877099243,161746,5.289056108217909,0.038177339901477834,0.001916585263314085,0.007218176385415824
2581,hair care,frozen breakfast,1217,0.039795613391992356,31883,1.0425665914354085,232311,7.596514989899044,0.038170812031490135,0.00523866713156071,0.0050247793997965145
13320,tortillas flat bread,tofu meat alternatives,7362,0.24073566622173187,192875,6.306967077223109,129151,4.223207284461138,0.03816979909267661,0.05700304294972551,0.009038106946139848
11464,oral hygiene,butter,2422,0.07919882961002915,63501,2.076467745279299,252881,8.269149145587853,0.03814113163572227,0.009577627421593557,0.004612461447266691
7681,hair care,dish detergents,1216,0.03976291362749605,31883,1.0425665914354085,94537,3.0913376361863443,0.03813944735438948,0.012862688682737974,0.012337522407109353
12853,dry pasta,tea,10156,0.33209880822438315,266292,8.70768568724768,248088,8.112419174357106,0.03813858471151968,0.04093708684015349,0.004701259130207864
224,trash bags liners,frozen appetizers sides,1205,0.0394032162180368,31602,1.0333779576119493,194043,6.345160402154784,0.038130498069742426,0.0062099637709167555,0.006009382845041002
1290,spices seasonings,paper goods,8064,0.26369090089813174,211542,6.917373581075468,240785,7.873612794240656,0.03812008962759169,0.03349045829266773,0.004841499147059346
